id,availability,condition,description,image_link,link,title,price,sale_price,brand
"SHA-008","in stock","new","Get your favorite colors in removable and magnetic 4g pans and use them in SUVA Beauty's magnetic palette or a standard Z Palette!
&nbsp;FEATURES:

Magnetic pan
Removable pan
Built-in primer
XL shadow size
Size 4.0g (0.14oz) - HUGE!
SUVA Beauty&rsquo;s signature butter formulation
SUVA Beauty&rsquo;s highest grade of pigmentation
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/u/bula-single-shadow_large.jpg","https://stage-glamazle.hyperx.cloud/suva-beauty-eyeshadow-pan-bula.html?___store=default","Suva Beauty Eyeshadow Pan - BULA","42.000000","35.000000","Suva Beauty"
"SHA-015","in stock","new","Get your favorite colors in removable and magnetic 4g pans and use them in SUVA Beauty's magnetic palette or a standard Z Palette!
&nbsp;FEATURES:

Magnetic pan
Removable pan
Built-in primer
XL shadow size
Size 4.0g (0.14oz) - HUGE!
SUVA Beauty&rsquo;s signature butter formulation
SUVA Beauty&rsquo;s highest grade of pigmentation
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/q/u/queens-road-shadow_large.jpg","https://stage-glamazle.hyperx.cloud/suva-beauty-eyeshadow-pan-queen-s-road.html?___store=default","Suva Beauty Eyeshadow Pan - Queen's Road","42.000000","35.000000","Suva Beauty"
"SHB-002","in stock","new","Shades Included:&nbsp;Gastown Grind, City of Angels, Empire State, The 6ix&nbsp;
&nbsp;FEATURES:

Magnetic pans
Removable pans
Built-in primer
XL shadow sizes
Size 4.0g (0.14oz) x 4 shades
Built-in mirror
SUVA Beauty&rsquo;s signature butter formulation
SUVA Beauty&rsquo;s highest grade of pigmentation available
Reuse the magnetic palette with other single eyeshadows
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/h/the-hussle-suva-beauty_large.jpg","https://stage-glamazle.hyperx.cloud/suva-beauty-eyeshadow-palette-the-hussle.html?___store=default","Suva Beauty Eyeshadow Palette - The Hussle","114.000000","94.000000","Suva Beauty"
"858863005621","in stock","new","



008 x .008
3 Grams / .11oz
Sifter&nbsp;



","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/a/marleeglitter_cba379da-4f3d-4e98-aee3-a5b71e88bca4_1024x1024.jpg","https://stage-glamazle.hyperx.cloud/violet-voss-loose-glitter-marlee.html?___store=default","Violet Voss Loose Glitter - Marlee","45.000000","25.000000","Violet voss"
"345001","in stock","new","Each of the Infinite Eyeshadows are made with macro pigments that are the very latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/c/accentw.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-accent.html?___store=default","Cozzette Velvet Matte Eyeshadow - Accent","40.000000","25.000000","Cozzette"
"34500BURN","in stock","new","Each of the Infinite Eyeshadows are consciously vegan made with macro pigments that are the latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.&nbsp;","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/u/burnishw-1.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-burnish.html?___store=default","Cozzette Velvet Matte Eyeshadow - Burnish","40.000000","25.000000","Cozzette"
"34500DORA","in stock","new","Each of the Infinite Eyeshadows are consciously vegan made with macro pigments that are the latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/r/transitionw.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-doran.html?___store=default","Cozzette Velvet Matte Eyeshadow - Doran","40.000000","25.000000","Cozzette"
"34500MG","in stock","new","Each of the Infinite Eyeshadows are consciously vegan made with macro pigments that are the latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.&nbsp;","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/a/gardotw.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-gardot.html?___store=default","Cozzette Velvet Matte Eyeshadow - Gardot","40.000000","25.000000","Cozzette"
"34500GRAC","in stock","new","Each of the Infinite Eyeshadows are consciously vegan made with macro pigments that are the latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/r/gracew-1.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-grace.html?___store=default","Cozzette Velvet Matte Eyeshadow - Grace","40.000000","25.000000","Cozzette"
"3500MATRIX","out of stock","new","
State-of-The-Art Formula

A diverse liquid vehicle that empowers the metamorphosis of foundations, lipstick, eyeshadows and pigments into a long wearing, waterproof makeup.

Couture by design

Can be fused into makeup by using a makeup brush or integrated with pigments and airbrushed.

100% Vegan &amp; Cruelty Free

Compliant with the Cozzette Cruelty Free Consciousness standard.
For all skin types.
Paraben Free.
Alcohol Free.
Tested On Models.
Vegan &amp; 100% Cruelty Free","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/a/matrixweb.jpg","https://stage-glamazle.hyperx.cloud/cozzette-matrix-mixing-liquid.html?___store=default","Cozzette Matrix Mixing Liquid","59.000000","35.000000","Cozzette"
"34500PAGE","in stock","new","Each of the Infinite Eyeshadows are consciously vegan made with macro pigments that are the latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/p/a/pagenw.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-pagen.html?___store=default","Cozzette Velvet Matte Eyeshadow - Pagen","40.000000","25.000000","Cozzette"
"34500RUM","in stock","new","Square Pro Pan 3g &bull; Each of the Infinite Eyeshadows are made with macro pigments that are the very latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.
At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/r/u/rumorw.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-rumor.html?___store=default","Cozzette Velvet Matte Eyeshadow - Rumor","40.000000","25.000000","Cozzette"
"34500SERI","in stock","new","Each of the Infinite Eyeshadows are consciously vegan made with macro pigments that are the latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.
At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/e/serinew-1.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-serine.html?___store=default","Cozzette Velvet Matte Eyeshadow - Serine","40.000000","25.000000","Cozzette"
"34500S","in stock","new","Each of the Infinite Eyeshadows are made with macro pigments that are the very latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.
At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/o/soulew.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-soule.html?___store=default","Cozzette Velvet Matte Eyeshadow - Soule","40.000000","25.000000","Cozzette"
"34500TRAN","in stock","new","Each of the Infinite Eyeshadows are consciously vegan made with macro pigments that are the latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.
At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.&nbsp;","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/r/transitionw-1.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-transition.html?___store=default","Cozzette Velvet Matte Eyeshadow - Transition","40.000000","25.000000","Cozzette"
"34500TRUS","in stock","new","Each of the Infinite Eyeshadows are consciously vegan made with macro pigments that are the latest in cosmetic technology. We have mattes, velvets, and crystal textures in each of our color palettes.
At Cozzette every product has three things in common: cruelty-free, long-lasting, and the ability to hold up under professional circumstances.&nbsp;","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/r/trustw.jpg","https://stage-glamazle.hyperx.cloud/cozzette-velvet-matte-eyeshadow-trust.html?___store=default","Cozzette Velvet Matte Eyeshadow - Trust","40.000000","25.000000","Cozzette"
"5060050424787","in stock","new","Mascara:Our elongated curved brush exaggerates curl and definition creating fuller, bolder dramatic lashes with an advanced fortifying formula.Eyeliner:Designed to create precise fluid lines with ease evoking the allure of eyekonic eyes. With a brush tip, Carbon Black colour and long-lasting, smudge-proof finish.Brow Gel:The finishing touch to frame your look, a tinted gel to style, define and shape brows. Boosted with a growth promoting botanical blend.'David Downton for Eyeko Mascara has an extra-long curved brush that gives an impressive curl' -The Sunday Times","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/a/gallery-1473434962-eyeko-david-downton.jpg","https://stage-glamazle.hyperx.cloud/eyeko-david-downton-collection.html?___store=default","EYEKO David Downton Collection","301.000000","220.000000","Eyeko"
"VL_serendipity","in stock","new","
Hand-crafted layered (3D) mink lashes that maintain their shape and form even after 25+ uses with proper care
Ultra thin, flexible and lightweight lash bands that contours to your natural eye shape to provide maximum comfort for everyday wear
Wear these lashes to help you achieve your most voluminous no makeup, makeup look and without the damage to your natural lashes caused by lash extensions
Our most natural looking layered lash on an invisible band; just the perfect amount of volume and length to create that 'no makeup' makeup look
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/7/1/71cyhskquyl._sx522_.jpg","https://stage-glamazle.hyperx.cloud/velour-lashes-serendipity.html?___store=default","Velour Lashes - Serendipity","99.000000","39.000000","Velour Lashes"
"VL_dreamgirl","out of stock","new","
Hand-crafted layered (3D) mink lashes that maintain their shape and form even after 25+ uses with proper care
Ultra thin, flexible and lightweight lash bands that contours to your natural eye shape to provide maximum comfort for everyday wear
Wear these lashes to help you achieve your most voluminous no makeup, makeup look and without the damage to your natural lashes caused by lash extensions
Make your lash dreams a reality in these 3 dimensional lashes on an invisible band, it's the perfect amount of drama with extreme length.
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/8/1/81lbhwmihrl._sx522_.jpg","https://stage-glamazle.hyperx.cloud/velour-lashes-dream-girl.html?___store=default","Velour Lashes - Dream Girl","99.000000","39.000000","Velour Lashes"
"VL_Barenaked","in stock","new","
Hand-crafted mink lashes that maintain their shape and form even after 25+ uses with proper care
Ultra thin, flexible and lightweight lash bands that contours to your natural eye shape to provide maximum comfort for everyday wear
Wear these lashes to help you achieve your most voluminous no makeup, makeup look and without the damage to your natural lashes caused by lash extensions
This unique, invisible-band lash design has medium volume and whispie, spaced out clusters
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/7/1/71nnruazdhl._sx522_.jpg","https://stage-glamazle.hyperx.cloud/velour-lashes-bare-naked.html?___store=default","Velour Lashes - Bare Naked","99.000000","39.000000","Velour Lashes"
"VL_skintoskin","in stock","new","
Hand-crafted mink lashes that maintain their shape and form even after 25+ uses with proper care
Ultra thin, flexible and lightweight lash bands that contours to your natural eye shape to provide maximum comfort for everyday wear
Wear these lashes to help you achieve your most voluminous no makeup, makeup look and without the damage to your natural lashes caused by lash extensions
This lash is dressed with layers of mink resulting in one of our most voluminous lashes; made with an invisible band, it is the closest you will get to your own skin
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/7/1/71tgfo3eb0l._sx522_.jpg","https://stage-glamazle.hyperx.cloud/velour-lashes-skin-to-skin.html?___store=default","Velour Lashes - Skin To Skin","99.000000","39.000000","Velour Lashes"
"WW376C","in stock","new","Specially made with a matte, light-diffusing complex to give your skin #nofilter perfection.&nbsp;

High-performing, breakthrough formula
Featuring light-adjusting complex to help prevent white cast in photos
Tested under 7 light conditions with and without the use of flash
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/o/cocoa1.png","https://stage-glamazle.hyperx.cloud/wet-n-wild-photo-focus-foundation-cocoa.html?___store=default","WET N WILD Photo Focus Foundation - Cocoa","30.000000","24.000000","Wet N Wild"
"EC05","in stock","new","The art of concealing has never been easier and more natural looking! Unique blend of complexion brightening pearls and high-definition pigments reflect light off of skin.This universal concealer provides the perfect natural satin finish and melts weightlessly onto skin.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/e/t/etherealist-super-natural-concealer-open-05.jpg","https://stage-glamazle.hyperx.cloud/kevyn-aucoin-the-etherealist-super-natural-concealer-ec05-medium-golden-tan.html?___store=default","Kevyn Aucoin The Etherealist Super Natural Concealer - EC05 - Medium golden tan","151.000000","79.000000","Kevyn Aucoin"
"681619810343","in stock","new","Wave goodbye to smudges, drips or runs with this lengthening, &lsquo;pool&rsquo;-proof formula.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/c/scuba_final_1024x1024.jpg","https://stage-glamazle.hyperx.cloud/thebalm-scuba-water-resistant-black-mascara.html?___store=default","TheBalm SCUBA Water Resistant Black Mascara","70.000000","55.000000","TheBalm"
"681619810800","in stock","new","Whether you&rsquo;re single and ready to mingle, or dedicated to finding &ldquo;the one&rdquo;, this limited edition kit is the perfect &lsquo;matte&lsquo;ch-maker!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/h/thebalm---meet-matte-lip-kit-3__60727.1504895145.jpg","https://stage-glamazle.hyperx.cloud/thebalm-meet-matte-hughes-mini-kit-3.html?___store=default","TheBalm Meet Matte Hughes Lip Mini Kit - Vol 3","105.000000","","TheBalm"
"681619810534","in stock","new","From au naturale to risqu&eacute;, create looks that are ready to bare it all. Formulated with triple-milled pigments, Nude Beach has a satiny texture and great pay off. Take it from sea to shore with shades that can be used wet or dry.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/n/u/nudebeach_final_1024x1024.jpg","https://stage-glamazle.hyperx.cloud/thebalm-nude-beach-eyeshadow-palette.html?___store=default","TheBalm Nude Beach Eyeshadow Palette","135.000000","67.000000","TheBalm"
"681619810275","out of stock","new","A perfect complexion is par for the course with this ultra-pigmented formula &hellip; just remember, a little goes a long way with Even Steven! Available in eight long-lasting shades with a natural matte finish, Even Steven will have you tee&rsquo;d up and ready to go in no time.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/j/j/jjk.jpg","https://stage-glamazle.hyperx.cloud/thebalm-even-steven-whipped-foundation-medium.html?___store=default","TheBalm Even Steven Whipped Foundation - Medium","85.000000","64.000000","TheBalm"
"681619810282","in stock","new","A perfect complexion is par for the course with this ultra-pigmented formula &hellip; just remember, a little goes a long way with Even Steven! Available in eight long-lasting shades with a natural matte finish, Even Steven will have you tee&rsquo;d up and ready to go in no time.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/e/s/es-mm_img1_grande.jpg","https://stage-glamazle.hyperx.cloud/thebalm-even-steven-whipped-foundation-mid-medium.html?___store=default","TheBalm Even Steven Whipped Foundation - Mid-Medium","85.000000","64.000000","TheBalm"
"3002","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/e/m/empress.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-empress.html?___store=default","Glambry Super Matte Liquid Lipstick - EMPRESS","40.000000","20.000000","Glambry"
"1003","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/u/sultana.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-sultana.html?___store=default","Glambry Super Matte Liquid Lipstick - SULTANA","40.000000","20.000000","Glambry"
"1006","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/q/tqueen.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-tqueen.html?___store=default","Glambry Super Matte Liquid Lipstick - TQUEEN","40.000000","20.000000","Glambry"
"1010","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/f/afari_1.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-afari.html?___store=default","Glambry Super Matte Liquid Lipstick - AFARI","40.000000","20.000000","Glambry"
"1013","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/d/i/diva_1.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-diva.html?___store=default","Glambry Super Matte Liquid Lipstick - DIVA","40.000000","20.000000","Glambry"
"1014","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/d/y/dynasty_1.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-d-dynasty.html?___store=default","Glambry Super Matte Liquid Lipstick - D.DYNASTY","40.000000","20.000000","Glambry"
"1015","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/l/a/ladym.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-lady-m.html?___store=default","Glambry Super Matte Liquid Lipstick - LADY M","40.000000","20.000000","Glambry"
"2004","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/y/a/yardstick_1.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-yardstick.html?___store=default","Glambry Super Matte Liquid Lipstick - YARDSTICK","40.000000","20.000000","Glambry"
"2008","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/e/l/elanor.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-elanor.html?___store=default","Glambry Super Matte Liquid Lipstick - ELANOR","40.000000","20.000000","Glambry"
"3001","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/a/majesty_1.jpg","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-majesty.html?___store=default","Glambry Super Matte Liquid Lipstick - MAJESTY","40.000000","20.000000","Glambry"
"3007","in stock","new","We have produced a liquid lipstick which is a long-wearing, waterproof, smudge-resistant, matte lip color. This saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours. Full coverage, intense pigment, and a matte finish in an easy-to-apply liquid formula. One sweep delivers vibrant long-wearing color that sets all day.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/h/sheika.png","https://stage-glamazle.hyperx.cloud/glambry-super-matte-liquid-lipstick-sheikha.html?___store=default","Glambry Super Matte Liquid Lipstick - SHEIKHA","40.000000","20.000000","Glambry"
"KDLML307","in stock","new","Our liquid lipstick is a velvety high-fashion matte finish which envelops lips in a rich color. Glides on smoothly and stays put throughout the day.

Colors may vary, the results of our colors may vary due to a number of factors including but not limited to; monitor resolution settings, lighting & skin tone, etc.  

Tips: Exfoliate lips before use.  Avoid oily/greasy foods.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/h/o/hot_fire_matches_lip_color_f93685d1-45ac-4c23-a117-e68740b7b74f_1024x1024_2x.png","https://stage-glamazle.hyperx.cloud/dose-of-colors-desixkaty-liquid-matte-lipstick-hot-fire.html?___store=default","Dose of Colors DESIXKATY Liquid Matte Lipstick - Hot Fire","98.000000","35.000000","Dose of Colors"
"KDLML308","in stock","new","Our liquid lipstick is a velvety high-fashion matte finish which envelops lips in a rich color. Glides on smoothly and stays put throughout the day.

Colors may vary, the results of our colors may vary due to a number of factors including but not limited to; monitor resolution settings, lighting & skin tone, etc.  

Tips: Exfoliate lips before use.  Avoid oily/greasy foods.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/a/savage_-_bottle_sm_1024x1024_2x.png","https://stage-glamazle.hyperx.cloud/dose-of-colors-desixkaty-liquid-matte-lipstick-savage.html?___store=default","Dose of Colors DESIXKATY Liquid Matte Lipstick - Savage","98.000000","35.000000","Dose of Colors"
"TF-1961226","out of stock","new","Universal peach-tinted setting powder works to brighten skin and create a silky-smooth and comfortable matte canvas.

DETAILS
14-hour wear
Oil and shine free
Transfer-resistant","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/7/0/70230_1.png","https://stage-glamazle.hyperx.cloud/too-faced-peach-mist-mattifying-setting-spray.html?___store=default","TOO FACED Peach Mist Mattifying Setting Spray","165.000000","135.000000","Too Faced"
"J104","in stock","new","Shimmer and shine in all the right places with the same formula as our must-have MegaGlo Highlighting Powder. Back by popular demand, our #1 highlighting powder is here to stay! Its ultra-pearly finish and easy-to-blend formula makes it a fan favorite! The silky smooth, highly-pigmented powder gives an all over glow when applied to the cheek bones, brow bone, and cupid's bow. ","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/3/3/333b.png","https://stage-glamazle.hyperx.cloud/wet-n-wild-megaglo-highlighting-powder-golden-flower-crown.html?___store=default","WET N WILD MegaGlo Highlighting Powder - Golden Flower Crown","35.000000","29.000000","Wet N Wild"
"J205","in stock","new","Shimmer and shine in all the right places with the same formula as our must-have MegaGlo Highlighting Powder. Back by popular demand, our #1 highlighting powder is here to stay! Its ultra-pearly finish and easy-to-blend formula makes it a fan favorite! The silky smooth, highly-pigmented powder gives an all over glow when applied to the cheek bones, brow bone, and cupid's bow. ","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/3/1/319b.png","https://stage-glamazle.hyperx.cloud/wet-n-wild-megaglo-highlighting-powder-blossom-glow.html?___store=default","WET N WILD MegaGlo Highlighting Powder - Blossom Glow","35.000000","29.000000","Wet N Wild"
"ND-lila","out of stock","new","Pretty in purple.
Inspired by her love for the color purple, makeup artist Natasha Denona&rsquo;s Lila Palette features 15 shadows in four beloved finishes for showstopping eye looks day and night. Choose from a spectrum of purple-inspired shades to sculpt and define your eyes&mdash;the color-coordinated design and foolproof formula make it easy to achieve flawless results no matter your skill level.

THE SHADES

Per Se 135 CM:&nbsp;Smoky lilac with a Creamy Matte finish
Viola 136 M:&nbsp;Magenta violet with a Metallic finish
Amara 137 CM:&nbsp;Rusty berry with a Creamy Matte finish
Cyclone 138 DC:&nbsp;Pink copper with a Duo-Chrome finish
Nude Vino 139 CM:&nbsp;Tan mauve with a Creamy Matte finish
Layla 140 M:&nbsp;Deep brown mauve with a Metallic finish
Amethyst 141 M:&nbsp;Cool purple with a Metallic finish
Magentic 142 M:&nbsp;Bright fuchsia with a Metallic finish
Magnolia 143 K:&nbsp;Peach champagne with a Chroma Crystal finish
Nude Mauve 144 CM:&nbsp;Dusty mauve with a Creamy Matte finish
Juneau 145 S:&nbsp;Sheer icy lavender with a Metallic finish
Livid 146 DC:&nbsp;Silver amethyst with a Duo-Chrome finish
Purpure 147 M:&nbsp;Berry burgundy with a Metallic finish
Dragon Bite 148 DC:&nbsp;Green red with a Duo-Chrome finish
Helio 149 M:&nbsp;Soft rose with a Metallic finish

HOW TO USE
Use an&nbsp;eye shadow brush&nbsp;to apply the eye shadow to your eyes. The Chroma Crystal shade (Magnolia 143 K) works best when applied with your finger. Just tap it on top of another shadow to add a veil of multidimensional shimmer.

DETAILS

Size: 2.5 g / 0.08 oz per pan
Talc- and paraben-free
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/p/_/p_550x550_6.jpg","https://stage-glamazle.hyperx.cloud/natasha-denona-lila-palette.html?___store=default","Natasha Denona Lila Palette","545.000000","369.000000","Natasha Denona"
"10003","in stock","new","This nourishing, high-coverage lipstick provides beautiful long-lasting color. Its silky, lightweight formula allows for a creamy texture once applied. Infused with avocado oil and Vitamin E, Doll Me Up lipsticks are 
paraben-free. This wide range of long-staying liquid luxuries is available in 24 colours in textures of matte, satin and metallic-matte finishes.

Suggested Application:
Use a lip scrub prior to application for best results. Wipe-off completely and outline lips with desired lip liner. Apply a thin coat of the liquid lipsticks, preferably with a precision lip brush, and let dry for 30 seconds. Apply one more coat for an opaque finish.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/r/browniepoints.jpg","https://stage-glamazle.hyperx.cloud/doll-me-up-liquid-lipstick-a-list-8481.html?___store=default","Doll Me Up Liquid Lipstick - Brownie Points","96.000000","17.000000","Doll Me Up"
